-0.735562,-0.684055,2.058215,0.716328,-0.011393,0.805396,1.497982,0.114752,0.692847,0.052377,0.024625,0.429205,0.576029,0.400389,0.519513,0.509497,1.303073,-0.055956,0.001966,2.255016,0.332082,-0.051894,0.376492,1.169377,-0.733187,0.672438,0.979776,0.390647,-0.519658,-0.675643,0.292994,0.349806,-0.058874,-0.521205,1.658281,1.254224,2.535289,0.53778,0.19026,-0.156088,0.707729,-1.073155,-0.428863,-0.663483,-0.304159,-0.203572,-0.200971,1.212091,1.193691,0.609952,-0.296156,2.301748,2.547275,1.485531,-0.179182,0.112038,0.983122,0.788367,-0.805626,0.166616,-0.178325,-0.065059,-0.724247,-1.020687,-0.75138,-0.385005,-0.012326,-0.392197,1
1.816623,2.314939,0.320243,-1.506632,-1.401168,-0.443857,-0.198815,-0.605441,-1.023288,1.349803,-0.381358,0.896502,0.109724,-0.138158,0.848028,1.513742,-0.420469,0.280107,0.309456,-0.703351,-1.4028,-1.453902,-1.334807,-1.343036,-1.174618,-0.87217,-0.812623,-0.590866,-1.207514,-0.986371,-0.903471,-0.969917,-0.501116,-0.837911,4.473582,4.402149,1.645095,0.032797,2.304181,0.21135,-0.513749,-0.218238,0.850746,0.888488,1.10227,-0.442413,0.612427,0.0904,0.039,0.147679,-0.007007,1.934789,2.150802,-0.553887,0.284865,-0.150924,0.116311,-1.366087,-0.889309,-0.601985,-0.325375,-0.434823,-0.873712,-0.278122,-0.806671,-0.610461,-0.483943,-0.381068,2
-0.98164,0.444809,-0.303359,4.54293,-1.1816,2.848345,0.616573,-0.995275,0.250624,-0.732346,-1.214839,-0.618964,-0.659646,0.64936,0.556033,-0.345549,-0.862884,-1.151416,-0.452959,-0.897163,5.34026,-0.242,0.178178,0.449371,-0.91348,-0.529288,-0.673615,-1.290864,-1.018886,-1.542358,-0.817731,-0.742084,-1.182064,-1.368389,-0.883264,2.142736,1.799218,2.667003,1.790537,3.60126,0.43868,-0.486409,-0.104319,0.162113,0.113426,-0.331067,-0.408012,-0.165014,0.084442,-0.129922,-0.27366,-0.850697,0.608414,-0.182807,-0.949018,-0.462275,1.591046,0.821635,-0.39046,-0.178741,0.389687,-0.590746,-0.103605,-1.017445,0.373013,0.083369,-0.449183,0.130831,1
0.011607,0.443591,0.402823,-1.048004,-0.195513,-0.889745,-2.263715,0.495972,-1.193488,1.261249,-0.249052,-1.14192,1.010391,-2.865793,-2.062962,-4.171775,-2.897239,-0.39555,-0.209467,-0.390545,-0.317955,0.450624,-0.35997,1.230979,-0.058956,-0.369374,-1.132693,-1.356505,-1.730221,-0.776176,-0.644497,-0.596274,0.131791,1.760125,-0.138207,0.286022,1.984193,-0.869839,1.515135,-0.11052,3.13784,2.24869,1.506892,2.061452,1.361701,0.215659,1.172229,0.846154,1.434208,3.889623,3.677863,-0.344229,0.175836,0.846483,0.127612,0.82174,0.09826,4.952606,2.440297,0.862551,0.794114,0.755187,0.316405,2.502158,1.065644,1.172594,2.033766,4.137335,2
-1.188315,-0.765504,-0.941674,3.129064,-1.019739,1.727933,1.466804,1.438862,1.863335,0.959939,0.097627,-0.257614,-0.996617,-1.437202,-0.518768,-0.499848,-1.026842,-1.185461,-0.606614,-0.901477,3.789064,1.316156,0.424048,-0.310453,-0.860987,-0.811632,-0.392585,1.407007,0.612535,0.384835,-0.811696,0.295047,1.685942,2.087085,-0.93832,0.30748,-0.072646,2.064499,0.873953,0.37679,-0.584322,-0.463954,-0.637264,0.13936,0.832292,0.012614,0.492218,0.083399,-0.158604,1.012654,1.050061,-0.91834,0.549596,-0.01537,-0.525877,0.432236,0.75631,-0.222544,-0.224844,-0.473874,-0.176845,1.893579,1.184829,0.840667,0.291604,0.885226,2.236578,2.401949,2
-1.121049,-0.723282,-0.244419,1.574136,-2.27506,1.522599,1.293187,0.988877,1.159074,0.061926,0.183226,0.109945,0.073686,-0.460528,-0.880365,-0.474887,-0.468017,-0.994652,-0.378577,-0.11275,2.113734,2.610777,1.773031,2.188987,1.353745,2.050468,3.397827,3.009826,1.955862,1.65339,2.07565,1.247536,2.393946,1.884591,-0.782248,0.26462,1.569493,0.50163,1.168436,0.581308,1.031087,1.029384,0.743679,0.65589,0.48858,0.166528,0.633172,0.829994,0.374161,0.75396,1.241402,-0.832863,0.469589,1.600277,-0.344147,0.534094,1.832503,0.656442,1.656617,2.299385,2.448514,2.138181,1.053641,1.588518,1.931118,0.799259,2.024066,0.902478,2
0.089049,-0.114276,-0.486493,-0.273506,1.29057,-0.579015,-0.16506,-1.48042,-0.185079,-0.05148,-0.095397,-0.408814,-1.861157,-0.526082,-0.676057,1.660922,1.234429,-0.025382,-0.049353,-0.38073,0.023311,-0.708225,-0.692139,0.327836,-0.077416,0.011763,1.000797,0.891831,1.058413,2.243298,0.953911,1.601799,1.480374,2.658183,-0.420298,-0.422699,-0.924282,-1.054514,-0.915009,-0.43313,1.224327,0.087576,-0.468458,1.002141,-0.132119,0.978274,2.565113,2.011917,0.440358,0.451403,1.973239,-0.661263,0.007234,-0.534602,-0.092006,-0.116391,-0.359977,0.285149,-0.31947,0.038249,0.55555,0.914418,0.477933,2.918729,0.684689,1.524878,1.101077,2.862979,2
1.048012,0.791073,0.196031,-1.033884,-1.442366,-1.876785,-0.671078,-0.184037,-1.674234,-0.224743,-2.784083,0.454322,-1.838576,-0.494878,2.095093,1.11929,2.374092,-0.031777,-0.508987,-0.673001,-1.291175,-0.58962,-1.307369,-0.750319,-0.621646,-0.253173,-1.095932,-0.016424,0.073161,1.294843,1.338309,0.895146,0.972983,1.236466,-0.028336,-0.985316,-0.434628,0.408031,0.158086,-0.30856,-0.161025,0.47569,1.265207,1.425839,3.345025,0.957058,5.509376,5.691365,5.080732,3.147418,6.911638,-0.126987,-1.035394,-0.561259,0.01093,-0.563485,-0.402673,1.183636,-0.153936,1.630481,0.714168,1.950849,1.100739,3.602113,4.318569,2.287255,2.847425,2.716286,2
0.044528,-8.07E-4,-0.38279,-1.267999,-0.186318,-0.054285,-1.690234,-0.307383,-0.633677,-0.583574,-1.300158,2.097039,1.011624,-0.25144,-1.830248,-0.651683,-0.665875,-0.176726,-0.585362,-0.764343,-1.133322,-0.806747,-1.270628,-1.246698,-2.006868,-2.372394,-1.916016,-2.431875,-2.744188,-3.068453,-1.641733,-1.787717,-1.057546,6.18E-4,0.060739,-0.863388,-0.282806,0.39486,0.499368,-0.142012,1.162811,-0.27994,0.249229,1.13491,-0.05605,-0.577755,-1.033146,0.256391,1.204279,3.946738,4.32701,0.6822,-0.103001,-0.374164,0.034736,-0.539835,0.43289,0.436566,0.034002,0.619079,0.97015,0.37307,0.179282,0.205822,1.503578,1.233779,2.353134,3.286288,2
0.207894,1.168502,0.041949,-0.654613,0.3476,-0.907685,-0.335696,-0.631203,0.44203,0.677759,0.590085,-0.330312,0.514714,-0.96302,-0.907248,0.434189,1.676581,0.024741,0.307766,-0.56102,0.307472,0.37163,1.009986,0.376288,0.365953,-0.174202,0.804221,-0.475945,1.309983,0.859921,0.943942,0.942196,2.633986,2.312674,-0.166416,1.496437,1.188409,1.880384,2.209834,0.755655,0.275461,0.069584,0.561865,0.473314,0.187792,0.775871,-0.146172,1.162711,1.509573,2.11681,2.623182,-0.384474,0.003844,-0.553981,-0.131235,0.509816,0.698154,0.834455,0.792763,0.482807,1.480464,0.740717,1.84213,1.097597,0.90404,1.730779,3.13852,1.865192,2
